batch_id,farmer_id,procurement_date,quantity_mt,variety,quality_grade,price_per_mt,moisture_content,defect_percentage
PB202512102225,F0277,2022-07-30,5.95,Kufri Chipsona,Grade A,26333.12,75.7,4.8
PB202512104246,F0278,2023-10-13,24.28,FL-1867,Grade B,19628.86,74.9,7.3
PB202512109169,F0278,2022-04-12,3.3,FL-2027,Grade B,27964.13,71.4,1.1
PB202512103033,F0278,2023-07-17,9.12,Kufri Chipsona,Grade A,21959.63,78.8,6.7
PB202512107272,F0278,2022-12-17,26.47,FL-1867,Grade A,21941.16,73.5,6.0
PB202512101076,F0278,2022-02-13,7.88,Kufri Chipsona,Grade A,17847.67,80.2,3.6
PB202512107599,F0278,2023-08-06,6.73,FL-2027,Premium,24030.19,77.8,7.8
PB202512101640,F0278,2024-12-28,6.39,3797,Grade C,19017.73,80.4,4.4
PB202512102558,F0278,2022-02-03,6.96,Kufri Chipsona,Premium,18923.78,74.0,2.1
PB202512106665,F0278,2023-09-09,8.79,Kufri Chipsona,Grade A,24172.8,81.2,6.6
PB202512106131,F0278,2022-06-13,7.54,Kufri Chipsona,Grade A,20040.2,75.1,2.4
PB202512108447,F0279,2024-03-16,27.77,Kufri Chipsona,Grade A,16222.09,73.4,4.6
PB202512102683,F0279,2022-09-06,4.11,FL-2027,Grade B,21678.92,77.2,1.6
PB202512101170,F0279,2023-04-04,2.47,FL-1867,Premium,22977.96,78.6,4.9
PB202512108138,F0279,2022-08-04,5.38,FL-1867,Grade C,24526.01,74.4,7.6
PB202512107043,F0280,2022-06-30,2.44,FL-2027,Premium,25387.13,80.7,6.6
PB202512101705,F0280,2022-04-18,3.47,FL-2027,Grade A,22367.41,78.6,1.6
PB202512102229,F0280,2022-04-09,8.49,3797,Grade C,25751.26,78.8,1.7
PB202512107218,F0280,2023-11-06,22.94,3797,Grade B,19758.73,80.0,1.3
PB202512108548,F0280,2022-12-15,5.58,FL-2027,Grade C,17611.05,71.8,4.9
PB202512103424,F0280,2022-09-16,9.34,Kufri Chipsona,Grade A,23131.84,80.1,1.0
PB202512104940,F0281,2022-09-08,3.35,Kufri Chipsona,Grade A,20243.39,73.9,7.4
PB202512106274,F0281,2024-09-30,2.78,Kufri Chipsona,Grade C,24851.28,75.4,7.6
PB202512105853,F0281,2023-04-08,2.98,FL-2027,Premium,21696.22,70.4,4.0
PB202512104971,F0281,2023-12-24,11.95,FL-1867,Grade A,21089.34,77.3,5.3
PB202512109103,F0281,2022-06-09,6.26,FL-2027,Premium,20734.8,75.3,8.0
PB202512104541,F0281,2023-03-12,25.88,Kufri Chipsona,Premium,21254.21,79.9,1.7
PB202512102712,F0281,2024-02-28,10.69,3797,Premium,15021.85,73.6,1.8
PB202512109644,F0281,2023-03-04,16.82,3797,Grade B,19739.89,80.5,6.2
PB202512103523,F0281,2023-10-01,28.46,FL-2027,Grade B,15377.29,70.1,5.6
PB202512106957,F0281,2022-09-24,4.31,Kufri Chipsona,Premium,22028.01,74.0,2.9
PB202512109412,F0281,2024-07-15,6.09,FL-1867,Grade B,23521.19,76.1,5.7
PB202512107931,F0282,2023-01-20,14.68,FL-1867,Premium,16759.15,72.0,3.4
PB202512102672,F0282,2023-09-22,7.93,FL-1867,Grade C,26053.64,78.0,2.6
PB202512102805,F0282,2024-08-02,6.7,FL-1867,Grade B,24565.52,75.8,4.8
PB202512104064,F0282,2022-02-03,17.29,3797,Grade B,18958.19,78.6,1.8
PB202512109698,F0282,2022-02-28,23.74,Kufri Chipsona,Grade A,15951.2,70.8,7.8
PB202512102377,F0282,2023-12-22,28.92,3797,Grade A,15423.06,75.3,2.3
PB202512107503,F0282,2024-06-02,5.88,Kufri Chipsona,Premium,26641.42,81.4,5.4
PB202512108230,F0282,2024-11-06,13.85,3797,Grade A,19223.28,73.7,7.4
PB202512107267,F0282,2024-01-28,26.76,Kufri Chipsona,Premium,18907.62,73.9,3.1
PB202512107597,F0282,2023-02-02,5.84,FL-1867,Grade A,20710.75,75.4,3.3
PB202512109497,F0283,2024-12-20,16.78,Kufri Chipsona,Grade A,20731.17,71.5,7.0
PB202512105078,F0283,2022-08-12,9.18,FL-2027,Grade B,27573.66,74.8,2.5
PB202512101584,F0283,2023-03-26,14.34,3797,Premium,17330.38,72.1,5.3
PB202512102655,F0283,2023-05-04,5.81,3797,Premium,26925.61,70.4,5.5
PB202512107628,F0283,2023-04-09,8.1,Kufri Chipsona,Grade B,26075.89,80.6,6.1
PB202512105395,F0283,2024-03-15,28.2,Kufri Chipsona,Premium,17328.6,76.0,1.1
PB202512104335,F0283,2023-02-26,5.17,3797,Premium,16680.89,71.2,2.8
PB202512105718,F0283,2023-08-13,3.42,FL-2027,Grade B,20228.16,80.9,1.1
PB202512108811,F0284,2023-01-15,23.4,3797,Grade A,16065.04,80.9,7.2
PB202512102137,F0284,2023-05-04,7.23,FL-1867,Premium,25377.87,70.1,7.9
PB202512108458,F0284,2023-01-19,26.95,FL-1867,Grade A,21265.74,77.9,3.4
PB202512108011,F0284,2022-01-27,27.34,3797,Grade B,17040.62,76.8,1.7
PB202512105322,F0284,2022-02-12,28.05,FL-2027,Premium,15985.39,72.7,4.9
PB202512108763,F0285,2022-01-20,24.1,FL-2027,Grade A,19335.46,72.8,1.0
PB202512108742,F0285,2024-09-27,8.06,FL-2027,Grade B,27881.66,79.7,4.2
PB202512105762,F0285,2022-04-03,9.23,FL-1867,Grade B,23278.78,76.3,4.3
PB202512103401,F0285,2024-12-11,16.19,FL-2027,Grade A,20426.34,76.3,3.2
PB202512106499,F0285,2022-07-24,4.07,Kufri Chipsona,Grade A,20301.98,77.0,2.6
PB202512109940,F0285,2024-10-01,8.7,3797,Grade B,19576.81,78.2,6.3
PB202512101222,F0286,2023-06-04,6.03,3797,Grade A,27152.44,81.2,6.7
PB202512109484,F0286,2023-09-09,7.08,Kufri Chipsona,Grade B,22429.77,81.8,2.9
PB202512109508,F0286,2022-08-19,3.62,FL-2027,Grade A,23537.23,70.7,7.8
PB202512104608,F0286,2022-10-30,19.71,FL-1867,Grade C,18898.66,77.9,4.5
PB202512105003,F0286,2024-01-02,5.8,Kufri Chipsona,Grade A,19286.18,78.6,3.9
PB202512102462,F0286,2024-01-07,23.93,FL-1867,Premium,16589.01,72.7,2.1
PB202512105487,F0286,2024-02-13,14.3,Kufri Chipsona,Grade A,20929.08,79.9,3.7
PB202512106715,F0286,2024-12-15,19.73,3797,Premium,20045.71,72.9,2.2
PB202512105526,F0286,2024-03-11,29.3,3797,Grade A,19322.9,81.8,3.4
PB202512109520,F0286,2023-01-26,22.58,3797,Premium,16558.23,73.1,4.6
PB202512108455,F0286,2022-09-09,4.56,3797,Grade A,21340.97,73.2,1.3
PB202512109174,F0287,2022-08-14,7.64,FL-1867,Grade C,23936.93,71.1,2.2
PB202512109571,F0287,2024-08-13,2.82,3797,Grade B,24900.74,71.1,6.3
PB202512105722,F0287,2022-11-30,5.51,FL-2027,Grade A,16745.63,80.7,6.0
PB202512101670,F0287,2023-08-27,2.58,FL-1867,Premium,26569.01,75.9,6.9
PB202512103022,F0287,2023-08-03,6.81,FL-2027,Grade B,25454.66,81.9,2.6
PB202512108050,F0287,2024-09-27,6.99,3797,Grade A,23682.57,70.5,1.1
PB202512103256,F0287,2022-01-02,7.98,3797,Premium,19543.64,76.8,4.9
PB202512109224,F0287,2023-08-04,2.25,FL-1867,Grade B,23754.42,81.1,3.8
PB202512104223,F0288,2023-07-09,7.0,Kufri Chipsona,Premium,26238.55,79.4,4.6
PB202512101526,F0288,2022-06-15,8.86,Kufri Chipsona,Grade A,23131.02,80.7,2.7
PB202512107328,F0288,2023-12-28,12.01,Kufri Chipsona,Premium,15371.84,79.5,3.9
PB202512102607,F0288,2024-03-28,10.73,3797,Grade C,16622.53,80.8,6.8
PB202512103839,F0288,2023-09-11,6.43,Kufri Chipsona,Grade A,24928.89,75.7,3.7
PB202512104268,F0289,2022-10-13,27.89,3797,Grade B,15879.29,75.0,3.4
PB202512104268,F0289,2022-10-05,17.45,3797,Grade A,18203.42,76.2,2.0
PB202512108555,F0289,2023-09-17,6.11,FL-1867,Premium,21939.35,72.2,1.5
PB202512108158,F0289,2024-02-09,24.07,FL-2027,Grade B,17992.09,77.5,6.1
PB202512106132,F0289,2022-10-11,21.98,3797,Grade A,18293.51,74.7,3.6
PB202512108643,F0289,2024-08-17,7.12,Kufri Chipsona,Grade A,23958.35,80.2,7.1
PB202512101432,F0289,2024-04-20,3.36,Kufri Chipsona,Grade A,21089.87,77.6,3.1
PB202512105954,F0289,2022-07-01,2.15,FL-1867,Grade B,27109.14,72.7,7.5
PB202512109900,F0289,2024-11-14,22.94,3797,Grade A,20338.57,72.4,2.6
PB202512101097,F0290,2024-03-15,18.03,Kufri Chipsona,Premium,16204.7,73.7,3.3
PB202512101890,F0290,2024-11-26,8.99,FL-2027,Grade A,16436.28,79.5,2.2
PB202512102753,F0290,2022-04-23,2.23,3797,Grade A,25034.84,81.7,3.3
PB202512108888,F0290,2022-07-19,2.95,3797,Grade B,24563.1,80.9,6.5
PB202512109369,F0291,2022-09-06,6.98,FL-2027,Grade B,22520.45,76.5,1.6
PB202512109115,F0291,2023-02-24,21.97,FL-1867,Grade A,20075.67,81.6,2.8
PB202512103535,F0291,2023-04-03,2.15,3797,Grade B,24364.87,78.5,6.5
PB202512101105,F0291,2023-09-29,3.55,Kufri Chipsona,Grade B,22094.02,76.2,3.3
PB202512103507,F0292,2022-08-23,8.88,FL-2027,Premium,23790.08,79.6,5.1
PB202512104347,F0292,2024-11-30,24.33,FL-2027,Premium,17328.71,80.0,2.9
PB202512109287,F0292,2024-08-28,6.37,Kufri Chipsona,Premium,21712.06,75.7,3.2
PB202512102995,F0292,2024-03-11,11.67,3797,Premium,21768.9,71.9,6.5
PB202512104015,F0292,2024-04-08,9.87,FL-1867,Grade A,20159.21,78.4,2.8
PB202512108194,F0292,2023-06-18,2.32,FL-2027,Grade B,23223.12,81.2,1.1
PB202512101354,F0292,2024-06-04,6.7,FL-1867,Premium,24011.17,80.5,1.6
PB202512109956,F0293,2023-05-08,7.45,FL-1867,Premium,25440.88,78.0,7.6
PB202512105742,F0293,2024-09-02,8.58,FL-2027,Grade A,20335.78,75.7,3.8
PB202512105508,F0293,2024-10-06,12.75,Kufri Chipsona,Grade A,18159.36,74.6,4.0
PB202512102758,F0293,2024-03-01,29.48,Kufri Chipsona,Grade B,15620.43,81.1,4.4
PB202512103427,F0293,2024-05-03,6.99,FL-2027,Grade B,26641.46,74.3,4.0
PB202512107380,F0293,2023-08-04,5.28,FL-2027,Grade A,22997.85,81.1,6.8
PB202512108282,F0294,2022-03-11,7.72,FL-2027,Grade A,15756.86,75.1,1.7
PB202512108666,F0294,2023-12-28,20.48,Kufri Chipsona,Grade C,16005.84,76.3,1.1
PB202512103593,F0294,2023-07-22,4.53,3797,Premium,25417.53,75.8,7.8
PB202512109244,F0294,2024-10-22,26.85,FL-1867,Grade B,17513.5,70.5,6.9
PB202512109602,F0294,2023-12-16,27.78,Kufri Chipsona,Grade C,20744.39,71.5,8.0
PB202512103480,F0294,2024-11-16,11.46,3797,Premium,20069.43,80.9,2.6
PB202512103294,F0294,2023-11-26,27.71,3797,Grade A,17166.37,81.7,3.0
PB202512102117,F0294,2023-09-13,9.63,Kufri Chipsona,Grade C,20428.36,78.5,4.7
PB202512103955,F0295,2024-08-24,5.82,3797,Grade A,21787.95,78.5,2.3
PB202512106703,F0295,2022-09-23,6.42,Kufri Chipsona,Grade B,22025.96,81.5,1.2
PB202512103607,F0295,2022-05-19,3.6,FL-1867,Premium,21938.48,75.0,2.6
PB202512109182,F0295,2022-07-17,5.93,Kufri Chipsona,Grade B,26979.72,78.5,5.1
PB202512104876,F0295,2023-10-25,7.23,FL-2027,Grade B,19857.94,72.0,6.5
PB202512107292,F0295,2022-12-23,11.25,Kufri Chipsona,Grade B,17919.34,74.2,7.0
PB202512105103,F0295,2022-05-12,3.01,FL-2027,Premium,24525.16,71.7,5.9
PB202512102194,F0295,2022-03-18,27.63,Kufri Chipsona,Grade B,18042.25,75.9,7.5
PB202512101482,F0295,2024-02-06,18.02,FL-1867,Grade A,18413.19,76.9,5.8
PB202512108364,F0295,2023-10-20,7.67,Kufri Chipsona,Premium,20747.77,75.2,1.5
PB202512109046,F0296,2023-02-14,24.65,Kufri Chipsona,Premium,17638.65,71.2,5.4
PB202512103655,F0296,2023-08-09,9.04,Kufri Chipsona,Premium,27102.03,81.5,7.1
PB202512104150,F0296,2024-12-18,5.05,FL-2027,Grade B,17661.69,79.8,3.6
PB202512102576,F0296,2022-02-19,20.04,FL-1867,Grade A,19244.22,74.4,7.3
PB202512101085,F0296,2022-03-10,17.58,3797,Grade B,18253.49,82.0,4.5
PB202512102179,F0296,2024-04-15,3.43,3797,Grade A,24104.56,79.8,6.4
PB202512104399,F0297,2024-12-17,24.71,Kufri Chipsona,Grade A,19956.17,73.1,7.0
PB202512103258,F0297,2024-10-22,27.34,FL-2027,Grade A,16359.07,71.6,7.8
PB202512107162,F0297,2024-06-17,8.95,FL-2027,Grade A,27145.89,80.6,4.8
PB202512109474,F0297,2022-06-10,7.17,3797,Premium,24362.9,70.6,6.2
PB202512104777,F0297,2022-07-26,6.04,FL-2027,Premium,25181.67,76.0,4.4
PB202512105749,F0297,2023-11-09,9.29,3797,Premium,16951.0,71.9,2.4
PB202512103586,F0298,2024-01-03,29.32,3797,Premium,16071.79,73.2,5.1
PB202512104955,F0298,2022-06-03,6.88,3797,Grade A,21231.79,79.5,6.5
PB202512109944,F0298,2024-03-28,10.93,FL-2027,Grade A,17020.66,81.3,6.8
PB202512105309,F0298,2024-08-22,7.58,FL-2027,Grade C,20657.87,75.0,4.9
PB202512105274,F0298,2022-03-08,9.69,FL-1867,Grade A,18137.59,77.2,3.3
PB202512101973,F0298,2023-11-17,24.52,FL-1867,Grade B,20883.15,73.9,6.9
PB202512106400,F0298,2023-02-23,7.59,FL-2027,Grade A,20864.1,71.8,1.6
PB202512101579,F0298,2023-04-28,7.13,3797,Grade A,23775.5,80.9,3.5
PB202512102320,F0298,2022-05-25,4.3,Kufri Chipsona,Grade C,24005.88,75.5,3.4
PB202512101683,F0298,2022-09-23,7.55,FL-2027,Grade A,26076.49,80.2,7.8
PB202512106738,F0299,2024-10-14,11.67,Kufri Chipsona,Grade A,20012.65,74.7,5.7
PB202512104731,F0299,2024-09-05,5.81,FL-2027,Grade A,27950.18,78.7,7.7
PB202512104214,F0299,2022-04-24,8.68,Kufri Chipsona,Premium,27223.21,79.8,4.2
PB202512101854,F0299,2022-02-07,11.29,Kufri Chipsona,Grade A,17592.24,70.2,4.7
PB202512107993,F0300,2022-09-14,6.04,FL-1867,Grade A,24202.0,81.7,7.4
PB202512107024,F0300,2022-08-25,3.29,3797,Grade A,22951.06,75.1,3.5
PB202512101949,F0300,2023-02-01,24.96,FL-1867,Grade A,18668.26,76.9,7.0
PB202512101164,F0300,2023-04-21,8.45,FL-1867,Premium,21057.69,78.6,4.0
PB202512109785,F0300,2024-04-25,4.36,FL-2027,Grade B,20400.15,75.8,3.5
PB202512105094,F0300,2022-01-31,11.29,FL-2027,Grade B,19862.7,79.2,2.7
PB202512108185,F0300,2022-06-06,2.4,FL-1867,Premium,26790.02,70.1,7.6
PB202512106728,F0300,2023-08-02,7.02,FL-1867,Premium,22574.77,73.0,1.1
PB202512107517,F0300,2023-08-22,3.88,Kufri Chipsona,Premium,21101.83,77.3,2.2
PB202512102251,F0300,2022-09-08,6.23,3797,Grade B,24720.93,73.6,1.2
PB202512106848,F0301,2023-02-26,5.93,FL-1867,Grade A,15184.43,78.9,3.2
PB202512107011,F0301,2024-06-27,8.37,3797,Grade B,23453.86,75.4,4.6
PB202512105383,F0301,2023-05-16,7.7,3797,Grade A,22188.02,71.5,4.9
PB202512106679,F0301,2024-10-28,13.17,Kufri Chipsona,Premium,18097.44,77.8,4.5
PB202512104335,F0301,2024-09-22,6.96,FL-1867,Grade A,24353.6,78.9,5.9
PB202512104453,F0301,2024-12-02,18.35,FL-2027,Premium,19752.32,80.5,4.0
PB202512103325,F0301,2024-02-02,15.32,FL-2027,Grade B,20349.72,77.0,1.5
PB202512108434,F0301,2023-04-27,9.14,FL-2027,Grade B,20246.26,79.0,6.3
PB202512101553,F0301,2022-02-13,28.83,3797,Grade A,15378.94,77.2,4.0
PB202512105921,F0301,2023-07-24,4.65,FL-2027,Grade A,20722.55,76.8,4.4
PB202512107290,F0301,2022-05-03,2.84,Kufri Chipsona,Grade A,24899.92,78.9,6.4
PB202512107302,F0301,2022-02-08,27.63,Kufri Chipsona,Grade B,17866.3,81.4,7.1
PB202512104021,F0302,2023-04-05,4.37,Kufri Chipsona,Premium,21274.26,75.2,3.8
PB202512105999,F0302,2024-12-26,19.39,FL-2027,Premium,19083.7,79.0,4.6
PB202512106508,F0302,2023-12-14,7.62,3797,Grade C,21008.04,73.7,7.8
PB202512106586,F0302,2023-03-20,7.95,Kufri Chipsona,Grade B,21707.76,71.1,2.6
PB202512107358,F0303,2022-04-27,2.37,3797,Grade B,25640.91,80.2,4.0
PB202512109501,F0303,2024-12-31,28.21,3797,Grade A,19132.09,77.6,6.9
PB202512108656,F0303,2022-11-29,12.42,FL-1867,Grade C,17479.86,80.9,7.3
PB202512105598,F0303,2022-09-28,9.81,3797,Grade C,27214.71,71.5,6.8
PB202512109893,F0303,2022-06-25,5.28,3797,Grade C,27926.41,75.7,4.9
PB202512101632,F0303,2023-11-23,18.24,3797,Grade A,17252.16,70.9,7.3
PB202512105104,F0303,2024-01-11,25.07,FL-2027,Grade A,15976.69,79.3,5.4
PB202512106259,F0303,2022-09-12,5.27,3797,Grade A,22032.17,80.3,5.9
PB202512101282,F0303,2023-01-02,18.69,Kufri Chipsona,Grade A,19266.98,71.1,4.3
PB202512106877,F0303,2022-01-19,9.84,Kufri Chipsona,Grade A,16458.69,77.9,7.4
PB202512102303,F0304,2023-03-23,15.09,3797,Grade A,16454.24,77.8,7.1
PB202512108216,F0304,2023-10-06,23.71,FL-1867,Grade C,21081.3,76.4,6.3
PB202512105524,F0304,2023-06-13,3.12,3797,Grade B,22786.2,74.7,4.6
PB202512103858,F0304,2024-10-10,28.23,FL-1867,Premium,21120.08,71.6,2.2
PB202512101630,F0304,2022-04-12,4.86,FL-1867,Premium,22325.95,77.4,7.3
PB202512106199,F0304,2024-11-03,29.06,FL-2027,Grade B,19575.22,80.1,4.7
PB202512105244,F0304,2023-04-12,3.67,3797,Premium,24197.51,76.7,6.2
PB202512106789,F0304,2022-02-03,10.5,FL-2027,Grade B,17578.17,74.4,7.7
PB202512102269,F0304,2023-04-26,5.55,Kufri Chipsona,Grade A,26040.75,79.0,2.9
PB202512104882,F0304,2022-08-20,6.57,FL-1867,Grade A,27154.42,75.7,7.6
PB202512107815,F0304,2023-10-30,10.36,FL-2027,Grade A,15519.11,80.7,6.9
PB202512103344,F0304,2024-05-23,9.94,FL-2027,Grade B,25435.15,81.2,6.8
PB202512107686,F0305,2024-01-08,26.11,3797,Grade A,18983.99,74.6,7.5
PB202512105817,F0305,2024-08-21,5.46,FL-2027,Grade C,24310.55,75.4,5.0
PB202512105765,F0305,2022-11-25,16.76,FL-1867,Grade A,15335.77,80.6,4.1
PB202512104464,F0305,2022-02-22,19.72,3797,Premium,15974.31,70.0,2.7
PB202512109326,F0305,2024-11-12,22.61,3797,Grade B,15694.36,80.9,2.5
PB202512101534,F0305,2023-03-17,10.11,FL-1867,Grade A,16270.56,70.2,6.4
PB202512102285,F0305,2024-02-20,26.88,FL-2027,Grade B,19299.14,72.3,3.0
PB202512109982,F0305,2023-04-05,5.81,Kufri Chipsona,Grade A,27634.77,73.0,6.1
PB202512109646,F0305,2022-09-06,5.52,FL-2027,Grade B,22382.78,75.5,1.5
PB202512106192,F0306,2024-12-10,24.97,3797,Grade A,16703.11,78.7,1.5
PB202512105801,F0306,2023-02-04,28.88,FL-1867,Grade B,16351.1,80.6,6.7
PB202512106930,F0306,2023-11-05,29.2,FL-1867,Premium,18345.23,78.7,3.6
PB202512102890,F0306,2024-07-22,3.47,FL-1867,Grade A,23544.61,72.0,7.9
PB202512107716,F0306,2024-06-30,2.77,3797,Grade B,24713.69,77.5,4.8
PB202512109284,F0306,2022-06-13,7.3,FL-2027,Grade A,20929.45,76.7,3.0
PB202512104774,F0306,2024-01-12,28.5,Kufri Chipsona,Grade B,20334.5,81.7,1.3
PB202512103052,F0306,2024-05-07,4.28,FL-1867,Premium,21563.38,70.1,2.7
PB202512103263,F0306,2024-04-14,7.43,3797,Grade B,21848.71,76.1,7.2
PB202512102932,F0306,2023-08-11,7.55,FL-2027,Grade A,23157.03,74.5,4.2
PB202512103431,F0306,2024-04-16,3.42,Kufri Chipsona,Grade A,25072.01,74.4,7.0
PB202512101254,F0307,2023-01-04,23.91,FL-1867,Grade B,19273.59,74.4,2.5
PB202512108698,F0307,2022-09-05,8.21,FL-2027,Grade A,23891.27,72.7,2.4
PB202512108068,F0307,2022-09-16,3.32,FL-2027,Grade B,26217.29,72.7,4.7
PB202512103168,F0307,2022-12-08,16.29,Kufri Chipsona,Grade C,19057.28,80.5,7.1
PB202512107591,F0307,2024-05-14,5.61,FL-1867,Grade A,20122.93,75.1,5.2
PB202512106515,F0307,2023-08-24,6.46,FL-2027,Premium,25210.69,71.8,5.5
PB202512106815,F0307,2022-04-03,3.46,Kufri Chipsona,Premium,26004.19,74.1,6.0
PB202512108138,F0308,2024-07-10,2.38,3797,Grade B,23262.88,78.5,2.6
PB202512104005,F0308,2024-09-04,8.36,FL-2027,Grade B,25046.24,77.1,3.5
PB202512107060,F0308,2022-11-08,17.06,Kufri Chipsona,Grade B,19181.45,75.7,5.9
PB202512103895,F0308,2024-02-16,15.84,3797,Grade A,16415.91,72.6,1.0
PB202512109082,F0308,2022-07-18,4.41,3797,Premium,25991.34,79.5,2.4
PB202512109604,F0308,2022-04-09,9.67,Kufri Chipsona,Grade A,24019.22,81.0,5.9
PB202512106219,F0308,2023-08-08,7.78,FL-1867,Grade A,20680.35,72.6,1.1
PB202512104451,F0308,2022-10-21,22.9,Kufri Chipsona,Premium,17411.07,79.4,3.4
PB202512106150,F0308,2024-11-29,25.48,FL-2027,Grade A,15914.89,72.1,3.4
PB202512102942,F0308,2023-12-13,15.21,3797,Grade A,17440.92,79.2,1.7
PB202512103774,F0309,2024-09-23,4.81,3797,Grade A,26697.92,70.8,7.6
PB202512102738,F0309,2023-06-16,9.89,FL-1867,Grade C,20708.55,73.5,3.6
PB202512104388,F0309,2023-07-25,8.21,FL-1867,Premium,24767.41,77.7,6.3
PB202512101651,F0309,2022-02-26,7.95,FL-1867,Grade A,20832.47,78.5,5.0
PB202512101422,F0309,2022-01-14,27.24,3797,Grade A,19902.14,72.4,4.0
PB202512107987,F0309,2023-02-21,17.35,Kufri Chipsona,Grade A,15386.52,81.5,1.9
PB202512108435,F0309,2024-12-02,22.44,3797,Premium,18543.62,70.3,7.5
PB202512102965,F0309,2022-08-13,8.81,Kufri Chipsona,Grade B,24194.06,72.7,1.9
PB202512103241,F0310,2024-10-07,14.08,3797,Grade A,16788.0,76.1,7.8
PB202512102295,F0310,2022-08-27,6.6,FL-1867,Grade C,27119.45,77.8,4.3
PB202512109307,F0310,2022-06-02,8.84,3797,Grade A,23770.94,80.4,3.0
PB202512109402,F0310,2023-07-20,3.03,FL-2027,Grade A,26842.52,77.0,7.2
PB202512101628,F0310,2023-10-07,28.45,Kufri Chipsona,Grade B,15375.4,76.0,3.6
PB202512109540,F0310,2022-07-25,7.01,3797,Grade C,26348.73,73.4,4.9
PB202512101583,F0310,2023-01-25,22.72,FL-2027,Grade B,15941.02,79.8,5.2
PB202512107163,F0310,2023-05-19,9.6,FL-1867,Premium,22716.23,71.3,4.5
PB202512103481,F0310,2023-02-05,7.15,Kufri Chipsona,Grade A,21786.69,70.5,6.3
PB202512105630,F0310,2023-01-19,18.13,FL-1867,Grade B,17580.34,70.8,5.4
PB202512104509,F0311,2022-07-01,6.68,FL-2027,Grade C,22247.07,80.9,3.1
PB202512104416,F0311,2024-06-08,5.6,FL-1867,Premium,24350.1,71.2,7.5
PB202512105310,F0311,2022-03-21,14.36,Kufri Chipsona,Grade A,15565.45,74.6,5.2
PB202512108933,F0311,2023-04-26,6.11,FL-1867,Grade A,25556.34,70.7,3.0
PB202512105786,F0311,2023-09-07,8.55,Kufri Chipsona,Grade B,20639.15,80.3,1.6
PB202512107425,F0311,2024-09-30,8.68,3797,Grade B,22886.31,77.3,2.1
PB202512104586,F0311,2024-09-12,2.53,FL-2027,Grade A,21727.51,71.5,3.2
PB202512106331,F0312,2024-05-09,6.12,FL-1867,Grade C,24710.08,79.5,5.6
PB202512108614,F0312,2024-05-20,6.87,3797,Premium,23294.26,75.7,3.9
PB202512107522,F0312,2022-08-21,8.74,FL-1867,Grade A,21840.0,70.1,5.6
PB202512109014,F0312,2024-09-17,3.62,Kufri Chipsona,Grade B,27120.92,80.3,1.5
PB202512105389,F0312,2023-04-26,2.85,FL-1867,Premium,23961.37,77.3,2.9
PB202512106295,F0312,2024-04-17,7.73,3797,Premium,24759.33,73.9,1.2
PB202512108240,F0312,2023-10-13,23.75,Kufri Chipsona,Grade A,16503.28,80.0,3.9
PB202512101895,F0312,2024-03-27,19.43,3797,Grade A,21110.64,80.4,3.6
PB202512101747,F0313,2023-03-25,10.22,3797,Grade A,20426.02,75.2,2.3
PB202512103728,F0313,2024-07-05,9.24,FL-1867,Grade A,21584.83,70.3,1.1
PB202512106401,F0313,2022-08-14,6.98,FL-1867,Grade C,25293.4,73.7,3.2
PB202512101345,F0313,2022-02-10,13.49,Kufri Chipsona,Grade C,19761.11,70.7,7.5
PB202512106460,F0313,2022-07-04,3.78,3797,Grade B,27997.39,72.1,6.4
PB202512109497,F0313,2022-05-10,3.79,FL-1867,Grade B,20646.77,80.5,7.0
PB202512103572,F0313,2024-01-12,15.09,Kufri Chipsona,Grade A,19916.77,76.7,7.0
PB202512103644,F0313,2023-04-15,4.52,3797,Grade A,24189.38,75.8,3.5
PB202512105074,F0313,2023-11-10,27.29,FL-2027,Grade A,16161.15,71.8,5.0
PB202512109627,F0313,2022-03-15,21.44,FL-2027,Grade B,16362.33,74.7,7.6
PB202512108944,F0313,2024-10-24,11.17,FL-2027,Grade A,19678.52,78.9,4.1
PB202512104768,F0314,2023-08-03,9.5,FL-1867,Grade A,25893.25,75.5,5.0
PB202512103025,F0314,2022-03-11,22.32,Kufri Chipsona,Grade A,19145.33,80.5,3.5
PB202512105423,F0314,2024-03-31,12.5,FL-2027,Premium,16496.87,70.5,1.3
PB202512107805,F0314,2022-06-06,8.96,FL-2027,Premium,25427.15,77.9,5.3
PB202512109875,F0314,2022-01-31,26.23,FL-1867,Grade B,18361.87,80.4,3.5
PB202512107408,F0314,2022-07-15,9.41,FL-1867,Grade B,25589.26,73.1,4.9
PB202512101383,F0315,2023-10-25,18.33,3797,Grade A,15965.29,77.1,3.2
PB202512102633,F0315,2023-07-16,2.42,3797,Grade A,27589.25,77.7,7.1
PB202512108037,F0315,2024-08-23,7.41,FL-2027,Grade A,22855.87,76.2,5.7
PB202512105563,F0315,2023-04-01,9.68,Kufri Chipsona,Grade C,22029.36,80.5,7.5
PB202512109736,F0315,2023-08-06,7.36,FL-1867,Grade C,27450.13,74.8,7.7
PB202512109143,F0315,2024-02-23,22.57,Kufri Chipsona,Premium,15294.04,80.9,4.4
PB202512102774,F0315,2024-02-03,16.51,Kufri Chipsona,Grade B,18965.27,71.8,4.3
PB202512101407,F0315,2023-04-04,8.65,Kufri Chipsona,Grade A,20123.86,73.3,1.0
PB202512102785,F0316,2024-07-04,5.33,3797,Grade A,25826.52,79.6,7.6
